Entity,Type
this day,DATE
two,CARDINAL
Bra'tac,ORG
Klorel,PERSON
BRA'TAC,PERSON
BRA,ORG
Klorel,PERSON
Bra'tac,PERSON
Apophis,PERSON
Jaffa,PRODUCT
"JAFFA 
Kel sha",PERSON
Goa'uld,PERSON
Mark 12A,PRODUCT
Stargate,PRODUCT
SG-5,ORG
some months ago,DATE
1000,CARDINAL
two,CARDINAL
HAMMOND,PERSON
Goa'uld,PRODUCT
T minus 3 hours,TIME
two minutes,TIME
Goa'uld,GPE
Goa'uld,PERSON
HAMMOND,PERSON
Earth,LOC
DANIEL,GPE
"O'NEILL 
Teal'c",ORG
A Serpent Guard,WORK_OF_ART
O'Neill,ORG
Teal,ORG
Serpent Guard,ORG
Bra'tac,PERSON
"O'NEILL 
Bra'tac",PERSON
Bra'tac,PERSON
Hashak,PERSON
Apophis,PERSON
Bra'tac,PERSON
BRA,ORG
One day,DATE
one day,DATE
BRA'TAC,PERSON
Apophis,PERSON
SG-1,WORK_OF_ART
EXT—CHEYENNE MOUNTAIN,ORG
SGC CONTROL ROOM,ORG
Hammond,ORG
two,CARDINAL
HAMMOND,PERSON
the last eighteen hours,TIME
HAMMOND,PERSON
Pentagon,ORG
Russians,NORP
Chinese,NORP
Goa'uld,PERSON
Samuels,PERSON
one,CARDINAL
1750 hours,TIME
Hammond,PERSON
Samuels,PERSON
"HARRIMAN 
SG-1",ORG
one,CARDINAL
SG-1,ORG
Hammond,PERSON
first,ORDINAL
Alpha,ORG
Bra'tac,PERSON
Klorel,PERSON
Goa'uld,PERSON
Pharaoh,PERSON
Apophis,ORG
Klorel,PERSON
Klorel,PERSON
BRA'TAC,ORG
Klorel,PERSON
"DANIEL 
The Sarcophagus",PERSON
BRA'TAC,PERSON
"CARTER 
Um",GPE
DANIEL,GPE
O'NEILL,ORG
"DANIEL 
Shuttles",ORG
"HARRIMAN 
Chevron",ORG
Four,CARDINAL
"HARRIMAN 
Chevron",ORG
Five,CARDINAL
HAMMOND,PERSON
"HARRIMAN 
Chevron",ORG
Six,CARDINAL
HAMMOND,PERSON
"HARRIMAN 
Chevron",ORG
Stargate,PRODUCT
Stargate,PRODUCT
Stargate,PRODUCT
Alpha Site,FAC
Hammond,PERSON
Klorel,GPE
T minus 20 seconds,TIME
two,CARDINAL
Earth,LOC
Three,CARDINAL
Three,CARDINAL
"BRA'TAC 
Teal'c",ORG
four,CARDINAL
four,CARDINAL
BRA,ORG
four,CARDINAL
Goa'uld,PRODUCT
first,ORDINAL
C4,PRODUCT
Forty-one minutes,TIME
the hour,TIME
Klorel,PRODUCT
Earth,LOC
the United States,GPE
two,CARDINAL
Earth,LOC
two,CARDINAL
"HARRIMAN 
Vandenberg",ORG
SG-1,PRODUCT
in—four minutes,TIME
the Alpha Site,FAC
"HARRIMAN 
Group nine",ORG
4C,CARDINAL
C4,PRODUCT
One minute,TIME
Thirty seconds,TIME
"INT—KLOREL'S SHIP 
 [",PRODUCT
Klorel,PRODUCT
"APOPHIS 
Klorel",PERSON
Tal,PERSON
Tal,PERSON
Klorel,PERSON
Skaara,GPE
seven,CARDINAL
five,CARDINAL
Klorel,PERSON
Daniel,PERSON
Teal,PERSON
"HARRIMAN 
Space Command",ORG
NASA,ORG
Goa'uld,ORG
SG-1,ORG
Bra'tac,PERSON
two,CARDINAL
Jaffa,PRODUCT
O'Neill,ORG
two,CARDINAL
EMP,ORG
Air Force One,PRODUCT
APOPHIS,ORG
Klorel,ORG
"APOPHIS 
Klorel",PERSON
first,ORDINAL
Sarcophagus,GPE
Klorel,ORG
"O'NEILL 
Carter",PERSON
"CARTER 
Two",GPE
Bra'tac,PERSON
two,CARDINAL
Bra'tac,PERSON
Hammond,PERSON
Castleman,PERSON
Alpha Teams 12,ORG
13,DATE
Stargate,PRODUCT
Jackson,PERSON
Chulak,PERSON
HAMMOND,PERSON
Jackson,PERSON
Chulak,GPE
one,CARDINAL
the Alpha Site,FAC
Command,ORG
BRA'TAC,ORG
BRA'TAC,PERSON
Klorel,PERSON
"KLOREL 
Bra'tac",PERSON
Klorel,PERSON
SG-1,ORG
BRA,ORG
Kree Tal,PERSON
Klorel,PERSON
Bra'tac,PERSON
KLOREL,PERSON
Daniel,PERSON
Carter,PERSON
Daniel,PERSON
O'Neill,ORG
Carter,PERSON
Teal,PERSON
Jaffa,PRODUCT
Klorel,PERSON
Bra'tac,PERSON
"KLOREL 
Jaffa",PERSON
Tal Shak,PERSON
INT—KLOREL'S SHIP—CORRIDOR,PRODUCT
two,CARDINAL
Jaffa,PRODUCT
Daniel,PERSON
MP5,PRODUCT
one,CARDINAL
"DANIEL 
Jack",PERSON
third,ORDINAL
Daniel,PERSON
Jaffa,PRODUCT
Daniel,PERSON
Daniel,PERSON
Jaffa,PERSON
O'Neill,PERSON
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
INT—KLOREL'S SHIP—CONTROL ROOM,PRODUCT
Carter,PERSON
Teal,PERSON
O'Neill,ORG
Daniel,PERSON
"BRA'TAC 
Come.",ORG
Bra'tac,ORG
Klorel,GPE
O'Neill,GPE
Carter and Teal'c,ORG
Daniel,PERSON
Jaffa,PRODUCT
Apophis,PERSON
Klorel,PERSON
Jaffa,GPE
Klorel,PERSON
Bra'tac,PERSON
BRA,ORG
133 years,DATE
Bra'tac,PERSON
Teal,PERSON
Klorel,PERSON
Teal,PERSON
"CARTER 
Colonel",PERSON
C4,PRODUCT
six minutes,TIME
BRA'TAC,PERSON
Klorel,PERSON
Two,CARDINAL
one,CARDINAL
BRA'TAC,PERSON
O'Neill,PERSON
two,CARDINAL
"O'NEILL 
Grenades",ORG
TEAL,ORG
CHEVRON,ORG
Space Command,ORG
two,CARDINAL
HAMMOND,PERSON
Endeavour,PRODUCT
"O'NEILL 
Carter",PERSON
first,ORDINAL
Bra'tac,PERSON
O'Neill,PERSON
Bra'tac,PERSON
Jaffa,PRODUCT
O'Neill,ORG
Bra'tac,ORG
one,CARDINAL
Teal'c,ORG
Carter,PERSON
second,ORDINAL
O'Neill,PERSON
Daniel,PERSON
C4,PRODUCT
1 minute 15 seconds,TIME
Apophis,ORG
Klorel,PERSON
Bra'tac,ORG
Apophis,ORG
Klorel,ORG
28 seconds,TIME
Daniel,PERSON
Gate,FAC
Beta Site,ORG
Beta Site,FAC
C4,PRODUCT
16 seconds,TIME
Daniel,PERSON
"CARTER 
Punch",ORG
Daniel,PERSON
DHD,PRODUCT
1 second,TIME
Daniel,PERSON
Klorel,PERSON
Apophis,ORG
Hammond,PERSON
two,CARDINAL
Bra'tac,PERSON
Earth,LOC
Carter,PERSON
Earth,LOC
Hammond,PERSON
SG-1's,ORG
Daniel,PERSON
Hammond,PERSON
Gate,FAC
Jackson,PERSON
SG-1,PRODUCT
one,CARDINAL
HAMMOND,PERSON
Stargate,PRODUCT
Earth,LOC
P3X-984,PRODUCT
"HAMMOND 
The Alpha Site",FAC
the Beta Site,ORG
SG-1,ORG
Daniel,PERSON
Captain—this,PERSON
a bad day,DATE
Teal,PERSON
The Shuttle  Endeavour,WORK_OF_ART
Houston,GPE
Endeavour,PRODUCT
O'Neill,GPE
Carter,PERSON
Teal'c,ORG
Bra'tac,GPE
Hammond,PERSON
Bra'tac,PERSON
Hammond,PERSON
Texas,GPE
HAMMOND,PERSON
BRA'TAC,PERSON
Chulak,PERSON
Bra'tac,PERSON
Carter,PERSON
O'Neill,PERSON
Teal'c's,PERSON
Bra'tac,PERSON
Daniel,PERSON
"CARTER 
Daniel",PERSON
O'Neill,PERSON
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
Daniel,PERSON
Carter,PERSON
Daniel,PERSON
SG-1,ORG
Carole,PERSON
24 Nov 02,DATE
Jay,PERSON
"TEASER 
 FADE IN 
 EXT",PRODUCT
Goa'uld,PERSON
SG-1,ORG
at least one,CARDINAL
Carter,PERSON
one,CARDINAL
O'Neill,PERSON
CARTER,PERSON
Stargate,PRODUCT
Daniel,PERSON
Nasyans,NORP
DANIEL,GPE
a minute,TIME
"O'NEILL 
Teal'c",PERSON
Carter,PERSON
Daniel,PERSON
Gate,FAC
two,CARDINAL
one,CARDINAL
Nasyan,PERSON
Medic,ORG
Carter,PERSON
one,CARDINAL
Goa'uld,NORP
O'Neill,PERSON
"O'NEILL 
Carter",PERSON
Carter,PERSON
Stargate,PRODUCT
Hammond,PERSON
Daniel,PERSON
O'Neill,PERSON
one,CARDINAL
a dozen,CARDINAL
O'Neill,PERSON
Carter,PERSON
Teal,PERSON
"the Gate, Carter",WORK_OF_ART
Teal'c's,ORG
Carter,PERSON
"O'NEILL 
Carter",PERSON
Daniel,PERSON
Goa'uld,NORP
over three centuries,DATE
Nasyans,NORP
Gliders,PERSON
HAMMOND,PERSON
Goa'ulds,NORP
Apophis,PRODUCT
DANIEL,GPE
TEAL'C,PERSON
Goa'uld,PERSON
DANIEL,PERSON
Nasya,PERSON
Teal,PERSON
All…all,PERSON
Apophis,NORP
Teal,PERSON
Sam,PERSON
Goa'uld,GPE
CARTER,PERSON
O'Neill,PERSON
DANIEL,PERSON
Nasyan,NORP
DANIEL,GPE
237,CARDINAL
Air Force Academy,ORG
"DANIEL 
Sir",PERSON
Nasya,ORG
Goa'uld,PERSON
first,ORDINAL
three,CARDINAL
SG,ORG
10,CARDINAL
12,CARDINAL
Carter,PERSON
O'Neill,PERSON
Carter,PERSON
Doc Fraiser,PERSON
a moment,TIME
Carter,PERSON
Carter,PERSON
Goa'uld,PERSON
Carter,PERSON
Carter,PERSON
Fraiser,PERSON
Carter,PERSON
Fraiser,ORG
Cassandra,PERSON
Cassandra,PERSON
CARTER,PERSON
tomorrow,DATE
Nasyans,NORP
Cassandra,PERSON
tomorrow,DATE
first,ORDINAL
USAF,ORG
Fraiser,PERSON
third,ORDINAL
over 80%,PERCENT
Carter,PERSON
CARTER,PERSON
Nasyans,NORP
Cassandra,PERSON
"CARTER 
Right",PERSON
Fraiser,PERSON
Carter,PERSON
FRAISER'S OFFICE,ORG
Cassandra,PERSON
two,CARDINAL
Carter,PERSON
Cassie,PERSON
Sam,PERSON
Carter,PERSON
Cassandra,PERSON
Carter,PERSON
Carter,PERSON
Cassandra,PERSON
Carter,PERSON
Cassie,PERSON
Carter,PERSON
"CARTER 
Cassandra",PERSON
Carter,PERSON
INT—CONTROL CENTER,ORG
Hammond,PERSON
O'Neill,GPE
Nasyans,NORP
Nasyans,NORP
P3X-422,FAC
O'Neill,PERSON
INT—USAF ACADEMY HOSPITAL,ORG
Fraiser,GPE
O'Neill,GPE
Fraiser,PERSON
O'Neill,ORG
Cassandra,PERSON
O'Neill,PERSON
Cassie,PERSON
Janet,PERSON
Carter,PERSON
Cassie,PERSON
Cassie,PERSON
Fraiser,PERSON
Cassie,PERSON
Cass,PERSON
Sam,PERSON
CASSANDRA,PERSON
O'Neill,PERSON
Goa'uld,PERSON
Carter,PERSON
Daniel,PERSON
Teal,PERSON
five minutes,TIME
Gate,FAC
Stargate,PRODUCT
Carter,PERSON
the Control Room,FAC
Fraiser,PERSON
Hammond,PERSON
Stargate,PRODUCT
Daniel,PERSON
Teal,PERSON
CARTER,PERSON
O'NEILL,PERSON
O'Neill,PERSON
Carter,PERSON
Carter,PERSON
Carter,PERSON
Goa'uld,PERSON
CARTER/JOLINAR,FAC
Stargate,PRODUCT
Jack,PERSON
"CARTER/JOLINAR 
 Open the Gate",FAC
Carter,PERSON
O'Neill,PERSON
Teal,PERSON
"CARTER/JOLINAR 
Open the Gate",FAC
CARTER/JOLINAR,ORG
O'Neill,GPE
Teal,ORG
Carter,PERSON
Stargate,PRODUCT
CARTER/JOLINAR,GPE
O'Neill,PERSON
Fraiser,PERSON
O'Neill,PERSON
Carter,PERSON
O'Neill,ORG
Daniel,PERSON
Teal,PERSON
BRIEFING ROOM,ORG
Daniel,PERSON
O'Neill,PERSON
Teal'c,ORG
Fraiser,PERSON
Hammond,PERSON
Fraiser,PERSON
Carter,PERSON
O'Neill,PERSON
Cassie,PERSON
Cassandra,PERSON
Goa'uld,PERSON
HAMMOND,PERSON
Carter,PERSON
Carter,PERSON
HAMMOND,PERSON
a minute,TIME
a minute,TIME
Goa'uld,GPE
Gate,FAC
DANIEL,PERSON
Goa'uld,PERSON
Nasyan,NORP
first,ORDINAL
Goa'uld-ish,PERSON
one,CARDINAL
Goa'uld,PERSON
Carter,PERSON
Teal,PERSON
DANIEL,GPE
Sam,PERSON
Kawalsky,PERSON
NID,ORG
Maybourne,PERSON
Carter,PERSON
Goa'uld,PERSON
Hammond,PERSON
USAF,ORG
Jacobs,PERSON
Ashrak,PERSON
USAF,ORG
Daniel,PERSON
Talia,PERSON
Daniel,PERSON
TALIA,PERSON
one,CARDINAL
TALIA,PERSON
a minute,TIME
INT—SGC,ORG
O'Neill,GPE
O'Neill,PERSON
TEAL'C,PERSON
O'Neill,PERSON
Goa'uld,PERSON
TEAL'C,ORG
Goa'uld,NORP
Goa'uld,PERSON
Goa'uld,PERSON
O'Neill,PERSON
Carter,PERSON
Jolinar,PERSON
Goa'uld,NORP
O'Neill,PERSON
O'Neill,PERSON
CARTER/JOLINAR,GPE
CARTER/JOLINAR,GPE
CARTER/JOLINAR,GPE
"O'NEILL 
Ah…no.",PERSON
JOLINAR,GPE
Daniel,PERSON
Talia,PERSON
DANIEL,PERSON
Goa'uld,PERSON
TALIA,PERSON
One,CARDINAL
Nasyans,NORP
TALIA,PERSON
Goa'uld,PERSON
TALIA,PERSON
DANIEL,PERSON
Daniel,PERSON
months ago,DATE
Months ago,DATE
Talia,PERSON
DANIEL,PERSON
Daniel,PERSON
Talia,PERSON
Daniel,PERSON
Ashrak,PERSON
Jacobs,PERSON
Ashrak,PERSON
three,CARDINAL
about an inch,QUANTITY
Fraiser,PERSON
Jacobs,PERSON
Jacobs,PERSON
O'Neill,ORG
Carter/Jolinar,ORG
CARTER/JOLINAR,GPE
Stargate,PRODUCT
CARTER/JOLINAR,GPE
Nasyan,NORP
Nasyan,NORP
first,ORDINAL
first,ORDINAL
CARTER,PERSON
Carter,PERSON
CARTER/JOLINAR,GPE
Stargate,PRODUCT
CARTER/JOLINAR,GPE
CARTER/JOLINAR,GPE
Carter,PERSON
CARTER,PERSON
Jack,PERSON
Jack,PERSON
O'Neill,PERSON
Goa'uld,GPE
CARTER/JOLINAR,GPE
INT—USAF ACADEMY HOSPITAL ROOM,ORG
Ashrak,FAC
Air Force,PRODUCT
Goa'uld,PERSON
Ashrak,PRODUCT
Teal,ORG
"CARTER/JOLINAR 
Jaffa",FAC
CARTER/JOLINAR,GPE
Goa'uld,PERSON
the System Lords,ORG
Goa'uld,NORP
Earth,LOC
CARTER/JOLINAR,GPE
CARTER/JOLINAR,ORG
Goa'uld,PERSON
the System Lords,ORG
Tok'ra,PERSON
Goa'uld,PERSON
CARTER/JOLINAR,GPE
Goa'uld,PERSON
Tok,PERSON
Apophis,PERSON
CARTER/JOLINAR,GPE
Jolinar,PERSON
Malkshur,GPE
one,CARDINAL
Daniel,PERSON
Talia,PERSON
Ashrak,NORP
DANIEL,PERSON
Daniel,PERSON
Talia,PERSON
USAF,ORG
Rita,PERSON
Jacobs,PERSON
412,CARDINAL
Rita,PERSON
Fraiser,PERSON
412,FAC
Jacobs,PERSON
"INT—SGC HOLDING CELLS 
 [Teal'c",ORG
O'Neill,ORG
Carter/Jolinar,ORG
Jaffa,PERSON
Goa'uld,PERSON
the System Lords,ORG
Tok'ra,PRODUCT
Goa'uld,PERSON
Jolinar,PERSON
Malkshur,GPE
CARTER/JOLINAR,ORG
One,CARDINAL
Nasyans,NORP
CARTER/JOLINAR,ORG
Ashrak,NORP
O'Neill,ORG
Teal,ORG
CARTER/JOLINAR,GPE
the System Lords,ORG
CARTER/JOLINAR,ORG
SG-1,FAC
Carter,PERSON
Hammond,PERSON
Nasyan,PERSON
Ashrak,PRODUCT
Goa'uld,PERSON
the System Lords,ORG
Jolinar,PERSON
DANIEL,PERSON
Goa'uld,PERSON
Sam,PERSON
Jolinar,PERSON
one,CARDINAL
the System Lords,ORG
Apophis,PERSON
Jolinar,PERSON
Goa'uld town,GPE
Tok'ra,NORP
Stargate,FAC
TEAL,ORG
The Tok'ra,ORG
Goa'uld,GPE
the System Lords,ORG
Bra'tac,PERSON
first,ORDINAL
Goa'uld,GPE
Carter,PERSON
DANIEL,GPE
Jolinar,PERSON
Goa'uld,PERSON
Nasyan,NORP
Ashrak,PERSON
Stargate,PRODUCT
Goa'uld,PERSON
Carter,PERSON
INT—USAF ACADEMY,ORG
Ashrak,PRODUCT
One,CARDINAL
Airman,ORG
Ashrak,GPE
One,CARDINAL
"AIRMAN 
Yeah Doc",PERSON
ASHRAK,PERSON
Daniel,PERSON
CARTER/JOLINAR,GPE
Daniel Jackson.,PERSON
"DANIEL 
Yes",GPE
CARTER,GPE
JOLINAR,GPE
Samantha Carter,PERSON
O'Neill,PERSON
Teal,PERSON
DANIEL,PERSON
CARTER/JOLINAR,GPE
first,ORDINAL
CARTER/JOLINAR,GPE
CARTER/JOLINAR,GPE
Daniel,PERSON
"I. 
 DANIEL",PERSON
CARTER/JOLINAR,ORG
Goa'uld,PERSON
Samantha,PERSON
Sam,PERSON
JOLINAR,PERSON
CARTER/JOLINAR,GPE
CARTER/JOLINAR,GPE
Samantha,PERSON
Daniel,PERSON
CARTER,PERSON
Sha're,PERSON
CARTER/JOLINAR,GPE
EXT—USAF ACADEMY HOSPITAL,PRODUCT
Nasyans,FAC
SGC,ORG
Ashrak,PERSON
one,CARDINAL
John Adams,PERSON
John,PERSON
Ashrak,PERSON
"INT—GENERAL HAMMOND'S OFFICE 
 [Daniel, O'Neill",ORG
Teal'c,ORG
Carter/Jolinar's,ORG
Daniel,PERSON
Carter,PERSON
TEAL'C,PERSON
Jolinar,PERSON
Goa'uld,GPE
Carter,PERSON
Nasyan,NORP
Carter,PERSON
Goa'uld,PERSON
Jolinar,PERSON
Daniel,PERSON
Goa'uld,PERSON
Hammond,PERSON
"HAMMOND 
Hammond",PERSON
HAMMOND,PERSON
first,ORDINAL
Nasyans,NORP
two,CARDINAL
Ashrak,PERSON
Goa'uld,PRODUCT
AIRMAN,PERSON
Ashrak,PRODUCT
Ashrak,ORG
INT—GATE ROOM,ORG
Daniel,PERSON
Talia,PERSON
Nasyan,NORP
DANIEL,PERSON
"TECH 
Chevron",ORG
Ashrak,ORG
Carter/Jolinar,ORG
INT—CONTROL ROOM,ORG
O'Neill,ORG
Teal'c,ORG
Hammond,GPE
Hammond,PERSON
HAMMOND,PERSON
O'Neill,GPE
Nasyans,PERSON
one,CARDINAL
six,CARDINAL
O'Neill,PERSON
"TECH 
Chevron",ORG
six,CARDINAL
Hammond,PERSON
sixteen,CARDINAL
"TECH 
Chevron",ORG
seven,CARDINAL
Stargate,PRODUCT
O'Neill and Teal'c,ORG
Two,CARDINAL
Ashrak,PRODUCT
one,CARDINAL
ASHRAK,PERSON
Goa'uld,GPE
Kree,PERSON
Jolinar,PERSON
the Goa'uld System Lords,ORG
Hara'kash,NORP
The days,DATE
the Goa'uld System Lords,ORG
the Tok'ra,LOC
Ashrak,PERSON
Carter/Jolinar,WORK_OF_ART
Hara'kash,PRODUCT
Ashrak,PERSON
Teal'c,ORG
O'Neill,GPE
two,CARDINAL
O'Neill,PERSON
Teal,PERSON
O'Neill,PERSON
Carter,PERSON
two,CARDINAL
Sam,PERSON
Sam,PERSON
Sam,PERSON
Sam,PERSON
Carter,PERSON
Fraiser,PERSON
one,CARDINAL
Fraiser,PERSON
Carter,PERSON
Three,CARDINAL
two,CARDINAL
one,CARDINAL
"… 
 [O'Neill and Teal",WORK_OF_ART
Stargate,PRODUCT
Daniel,PERSON
Talia,PERSON
TALIA,PERSON
TALIA,PERSON
Fraiser,PERSON
Carter,PERSON
"MEDIC 1 
Pulse",PRODUCT
1,CARDINAL
Two,CARDINAL
Daniel,PERSON
Stargate,PRODUCT
Ashrak,PERSON
Stargate,PRODUCT
Ashrak,ORG
the Control Center,FAC
Daniel,PERSON
Ashrak,PERSON
Talia,PERSON
DANIEL,PERSON
Ashrak,PERSON
Daniel,PERSON
Carter,PERSON
O'Neill,ORG
Goa'uld,PERSON
Carter,PERSON
O'Neill,PERSON
Carter,PERSON
Hammond,PERSON
Ashrak,GPE
O'Neill and Teal'c,ORG
1,CARDINAL
O'Neill,PRODUCT
Teal,PERSON
MEDIC,PERSON
1,CARDINAL
Ashrak,GPE
Stargate,PRODUCT
Stargate,PRODUCT
Hammond,GPE
one,CARDINAL
30 joules,QUANTITY
Teal,PERSON
Daniel Jackson,PERSON
Daniel,PERSON
Ashrak,PERSON
first,ORDINAL
Daniel,PERSON
Teal'c's,ORG
Ashrak,PERSON
Teal,PERSON
second,ORDINAL
Ashrak,GPE
Daniel,PERSON
O'Neill,ORG
1,CARDINAL
Carter,PERSON
Fraiser,PERSON
Carter,PERSON
Sam,PERSON
Goa'uld,PERSON
Fraiser,PERSON
O'Neill,PERSON
Carter,PERSON
Daniel,PERSON
Carter,PERSON
DANIEL,PERSON
Sam,PERSON
tonight,TIME
Daniel,PERSON
O'Neill,PERSON
Cassandra,PERSON
Fraiser,PERSON
DANIEL,PERSON
Janet,PERSON
Goa'uld,PERSON
Samantha Carter,PERSON
Cassie,PERSON
Cassandra,PERSON
Carter,PERSON
O'Neill,PERSON
Fraiser,PERSON
Daniel,PERSON
Carter,PERSON
Sam,PERSON
Cassie,PERSON
Carter,PERSON
Cassie,PERSON
Fraiser,PERSON
O'Neill,PERSON
Carter,PERSON
a moment,TIME
Geonn for Stargatefan,ORG
SG-1,FAC
Daniel,PERSON
Earth,LOC
DANIEL,GPE
a few miles,QUANTITY
Stargate,PRODUCT
twenty-four hours,TIME
"CARTER 
None",PERSON
Daniel,PERSON
O'Neill,PERSON
O'Neill,PERSON
Taldor,PERSON
Taldor,PERSON
Daniel,PERSON
"DANIEL 
Tal…ah",PERSON
"DANIEL 
Taldor",PERSON
Taldor,PERSON
O'Neill,PERSON
Daniel,PERSON
Teal'c,PERSON
Carter,PERSON
Taldor,PERSON
SG-1,ORG
Stargate,PRODUCT
ROSHURE,PERSON
Taldor,PERSON
SG-1,FAC
O'NEILL,ORG
Taldor,PERSON
O'Neill,PERSON
Daniel,PERSON
Stargate,PRODUCT
Earth,LOC
Roshure,PERSON
Roshure,PERSON
Stargate,PRODUCT
O'Neill,PERSON
DANIEL,GPE
Hadante,PERSON
SG-1,FAC
Roshure,GPE
Stargate,PRODUCT
Roshure,PERSON
O'Neill,PERSON
Gate,FAC
O'Neill,ORG
Carter,PERSON
Teal'c,ORG
CARTER,PERSON
Gate,FAC
One,CARDINAL
Scavenger,PERSON
Gate,FAC
DANIEL,PERSON
Carter,PERSON
Carter,PERSON
Carter,PERSON
Carter,PERSON
"LINEA 
Vishnor",PERSON
Vishnor,PERSON
Carter,PERSON
Vishnor,PERSON
SG-1,ORG
Linea,ORG
I am Linea,PERSON
Daniel,PERSON
Jack,PERSON
Carter,PERSON
Teal,PERSON
Linea,ORG
Carter,PERSON
Linea,ORG
Carter,PERSON
Vishnor,PERSON
Vishnor,PERSON
Vishnor,PERSON
Carter,PERSON
Hadante,GPE
SG-1,ORG
Linea,ORG
Daniel,PERSON
Carter,PERSON
one,CARDINAL
"CARTER 
Power",ORG
Stargate,PRODUCT
Gate,FAC
Gate,LOC
two,CARDINAL
Teal,PERSON
Botany Bay,LOC
Sydney Harbor,FAC
British,NORP
first,ORDINAL
Australia,GPE
half,CARDINAL
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
Taldor,PERSON
Stargate,PRODUCT
CARTER,PERSON
Stargate,PRODUCT
Carter,PERSON
Scavenger,PRODUCT
Linea,ORG
Carter,PERSON
Teal,PERSON
Vishnor,PERSON
"Daniel) 
Daniel",PERSON
Teal,PERSON
Botany Bay,LOC
Carter,PERSON
Carter,PERSON
"CARTER 
Linea",ORG
O'Neill,PERSON
Daniel,PERSON
Teal,PERSON
O'Neill,PERSON
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
Daniel,PERSON
Teal,PERSON
O'Neill,ORG
Carter,PERSON
Linea,ORG
Hammond,PERSON
SG,ORG
O'Neill,GPE
O'Neill,PERSON
O'Neill,ORG
Roshure,PERSON
Roshure,PERSON
Carter,PERSON
O'Neill,PERSON
Roshure,PERSON
CARTER,PERSON
Carter,PERSON
EXT—CHEYENNE MOUNTAIN ENTRANCE,ORG
SG-3's,ORG
SG-1,ORG
Hammond,PERSON
SG-3,ORG
Warren,PERSON
Hammond,PERSON
HAMMOND,PERSON
INT—THE PRISON HADANTE,PRODUCT
Linea,ORG
O'Neill,ORG
Carter,PERSON
Linea,ORG
LINEA,PERSON
Taldor,PERSON
Earth,LOC
Earth,LOC
One,CARDINAL
thousands of years old,DATE
Taldor,PERSON
Stargate,PRODUCT
Stargate,PRODUCT
Carter,PERSON
O'Neill,PERSON
CARTER,PERSON
"""The Great Wave""",WORK_OF_ART
Gate,FAC
first,ORDINAL
two,CARDINAL
two,CARDINAL
O'Neill,PERSON
Carter,PERSON
Carter,PERSON
O'Neill,PERSON
Linea,ORG
Hammond,PERSON
one,CARDINAL
SG-1's,PRODUCT
Stargate,PRODUCT
Stargate,PRODUCT
SG-9,ORG
THE PRISON HADANTE,PRODUCT
Carter,PERSON
O'Neill,PERSON
Linea,ORG
O'Neill,ORG
O'Neill,PERSON
Carter,PERSON
"CARTER 
Subatomic",ORG
CARTER,GPE
Linea,ORG
"CARTER 
Colonel",PERSON
Earth,LOC
O'Neill,PERSON
Stargate,PRODUCT
Linea,ORG
billions,CARDINAL
Carter,PERSON
PRISON,PERSON
Teal,PERSON
Daniel,PERSON
"DANIEL 
Teal'c",PERSON
Teal,PERSON
Carter,PERSON
O'Neill,PERSON
Gate,FAC
"15,000 years old",DATE
O'Neill,PERSON
Daniel,PERSON
"CARTER 
Linea",ORG
DANIEL,PERSON
Carter,PERSON
O'Neill,PERSON
Linea,ORG
DANIEL,PERSON
Sam,PERSON
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
Daniel,PERSON
Linea,ORG
Carter,PERSON
one,CARDINAL
Earth,LOC
Daniel,PERSON
Stargate,PRODUCT
INT—THE PRISON HADANTE,EVENT
Chevrons,GPE
Gate,FAC
Vishnor,PERSON
O'Neill,PERSON
Vishnor,PERSON
Gate,FAC
Gate,FAC
SG-1,PRODUCT
Gate,FAC
Vishnor,PERSON
Linea,ORG
Linea,ORG
Vishnor,PERSON
Vishnor,PERSON
Vishnor,PERSON
SG-1,ORG
O'Neill,PERSON
O'Neill,ORG
two,CARDINAL
Carter,PERSON
Carter,PERSON
Teal'c,ORG
Kovacek,PERSON
Hammond,PERSON
Warren,PERSON
P3X-775,FAC
Taldor,PERSON
zero,CARDINAL
HAMMOND,PERSON
KOVACEK,PERSON
SG-3,PERSON
Taldor,ORG
Warren,PERSON
0800 tomorrow,TIME
P2A-509,PRODUCT
Warren,PERSON
Kovacek,PERSON
P3X-775,PRODUCT
Kovacek,PERSON
Hammond,PERSON
Stargate,PRODUCT
Linea,ORG
Carter,PERSON
Carter,PERSON
Linea,PRODUCT
Linea,ORG
Carter,PERSON
Thousands,CARDINAL
CARTER,PERSON
Linea,ORG
Vishnor,PERSON
Carter,PERSON
Linea,ORG
EXT—CHEYENNE MOUNTAIN ENTRANCE,ORG
Hammond,PERSON
Kovacek,GPE
Taldor,PERSON
Tal'al,GPE
Taldor,PERSON
Gate,FAC
Stargate,PRODUCT
Hammond,PERSON
a moment,TIME
HAMMOND,PERSON
first,ORDINAL
Kovacek,GPE
Kovacek,PERSON
PRISON,PERSON
