Text,Upos,Xpos
looks,VERB,VBZ
around,ADV,RB
to,ADP,IN
his,PRON,PRP$
friends,NOUN,NNS
",",PUNCT,","
some,DET,DT
dying,NOUN,NN
",",PUNCT,","
some,DET,DT
grieving,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
DANIEL,PROPN,NNP
(,PUNCT,-LRB-
gesturing,VERB,VBG
for,SCONJ,IN
them,PRON,PRP
to,PART,TO
draw,VERB,VB
near,ADP,IN
),PUNCT,-RRB-
Ni,NOUN,NN
-,PUNCT,","
ya,INTJ,UH
.,PUNCT,.
Ni-ya.,PROPN,NNP
(,PUNCT,-LRB-
they,PRON,PRP
gather,VERB,VBP
around,ADP,IN
him,PRON,PRP
),PUNCT,-RRB-
After,SCONJ,IN
we,PRON,PRP
go,VERB,VBP
through,ADP,IN
the,DET,DT
Chappa'ai,PROPN,NNP
",",PUNCT,","
you,PRON,PRP
have,VERB,VBP
to,PART,TO
bury,VERB,VB
it,PRON,PRP
like,SCONJ,IN
we,PRON,PRP
did,AUX,VBD
before,ADV,RB
and,CCONJ,CC
then,ADV,RB
leave,VERB,VB
this,DET,DT
place,NOUN,NN
.,PUNCT,.
ABYDONIAN,ADJ,JJ
You,PRON,PRP
come,VERB,VB
back,ADV,RB
?,PUNCT,.
DANIEL,PROPN,NNP
No,INTJ,UH
",",PUNCT,","
I,PRON,PRP
ca,AUX,MD
n't,PART,RB
.,PUNCT,.
Nobody,PRON,NN
can,AUX,MD
.,PUNCT,.
That,PRON,DT
's,AUX,VBZ
what,PRON,WP
I,PRON,PRP
'm,AUX,VBP
telling,VERB,VBG
you,PRON,PRP
.,PUNCT,.
Not,PART,RB
for,ADP,IN
a…long,ADJ,JJ
time,NOUN,NN
.,PUNCT,.
Now,ADV,RB
as,ADV,RB
soon,ADV,RB
as,SCONJ,IN
we,PRON,PRP
're,AUX,VBP
gone,VERB,VBN
",",PUNCT,","
I,PRON,PRP
want,VERB,VBP
you,PRON,PRP
to,PART,TO
close,VERB,VB
it,PRON,PRP
",",PUNCT,","
bury,VERB,VB
it,PRON,PRP
",",PUNCT,","
put,VERB,VB
a,DET,DT
big,ADJ,JJ
",",PUNCT,","
heavy,ADJ,JJ
cover,NOUN,NN
stone,NOUN,NN
over,ADP,IN
it,PRON,PRP
—nothing,VERB,VBG
good,ADJ,JJ
can,AUX,MD
ever,ADV,RB
come,VERB,VB
through,ADP,IN
this,DET,DT
',PART,POS
gate,NOUN,NN
.,PUNCT,.
Do,AUX,VBP
you,PRON,PRP
understand,VERB,VB
me,PRON,PRP
?,PUNCT,.
ABYDONIAN,NOUN,NN
You,PRON,PRP
came,VERB,VBD
through,ADV,RB
",",PUNCT,","
Daniel,PROPN,NNP
.,PUNCT,.
DANIEL,PROPN,NNP
Do,AUX,VBP
you,PRON,PRP
remember,VERB,VB
the,DET,DT
story,NOUN,NN
I,PRON,PRP
told,VERB,VBD
you,PRON,PRP
?,PUNCT,.
How,ADV,WRB
the,DET,DT
ancient,ADJ,JJ
Egyptians,PROPN,NNPS
back,ADV,RB
on,ADP,IN
Earth,PROPN,NNP
cut,VERB,VBD
themselves,PRON,PRP
off,ADP,RP
from,ADP,IN
Ra,PROPN,NNP
?,PUNCT,.
Well,INTJ,UH
that,PRON,DT
is,AUX,VBZ
exactly,ADV,RB
what,PRON,WP
you,PRON,PRP
have,VERB,VBP
to,PART,TO
do,VERB,VB
.,PUNCT,.
Then,ADV,RB
in,ADP,IN
one,NUM,CD
year,NOUN,NN
…,PUNCT,.
one,NUM,CD
year,NOUN,NN
from,ADP,IN
this,DET,DT
day,NOUN,NN
you,PRON,PRP
take,VERB,VBP
the,DET,DT
cover,NOUN,NN
stone,NOUN,NN
away,ADV,RB
.,PUNCT,.
I,PRON,PRP
will,AUX,MD
try,VERB,VB
to,PART,TO
bring,VERB,VB
Sha,PROPN,NNP
're,AUX,VBP
home,ADV,RB
with,ADP,IN
me,PRON,PRP
on,ADP,IN
that,DET,DT
day,NOUN,NN
.,PUNCT,.
But,CCONJ,CC
if,SCONJ,IN
I,PRON,PRP
do,AUX,VBP
n't,PART,RB
make,VERB,VB
it,PRON,PRP
back,ADV,RB
",",PUNCT,","
if,SCONJ,IN
I,PRON,PRP
do,AUX,VBP
n't,PART,RB
return,VERB,VB
then,ADV,RB
you,PRON,PRP
must,AUX,MD
bury,VERB,VB
the,DET,DT
',PUNCT,``
gate,NOUN,NN
again,ADV,RB
forever,ADV,RB
",",PUNCT,","
joa,PROPN,NNP
qua,X,FW
?,PUNCT,.
You,PRON,PRP
tell,VERB,VBP
Sha're,PROPN,NNP
's,PART,POS
father—in,NOUN,NN
one,NUM,CD
year,NOUN,NN
.,PUNCT,.
[,PUNCT,-LRB-
His,PRON,PRP$
voice,NOUN,NN
breaks,VERB,VBZ
",",PUNCT,","
and,CCONJ,CC
they,PRON,PRP
all,DET,DT
hug,VERB,VBP
him,PRON,PRP
",",PUNCT,","
saying,VERB,VBG
goodbye,NOUN,NN
.,PUNCT,.
Then,ADV,RB
he,PRON,PRP
beaks,VERB,VBZ
free,ADJ,JJ
and,CCONJ,CC
starts,VERB,VBZ
to,PART,TO
dial,VERB,VB
out,ADP,RP
on,ADP,IN
the,DET,DT
DHD,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
INT—,PROPN,NNP
GATE,PROPN,NNP
ROOM,NOUN,NN
[,PUNCT,-LRB-
The,DET,DT
Stargate,PROPN,NNP
spins,VERB,VBZ
.,PUNCT,.
],PUNCT,-RRB-
TECHNICIAN,NOUN,NN
(,PUNCT,-LRB-
over,ADP,IN
intercom,NOUN,NN
),PUNCT,-RRB-
Stand,VERB,VB
by,ADP,IN
for,ADP,IN
arrival,NOUN,NN
",",PUNCT,","
stand,VERB,VB
by,ADP,IN
for,ADP,IN
arrival,NOUN,NN
.,PUNCT,.
[,PUNCT,-LRB-
The,DET,DT
blast,NOUN,NN
doors,NOUN,NNS
close,ADJ,JJ
and,CCONJ,CC
soldiers,NOUN,NNS
gather,VERB,VBP
at,ADP,IN
the,DET,DT
ramp,NOUN,NN
base,NOUN,NN
as,ADP,IN
the,DET,DT
wormhole,NOUN,NN
forms,NOUN,NNS
.,PUNCT,.
The,DET,DT
team,NOUN,NN
bursts,VERB,VBZ
through,ADV,RB
",",PUNCT,","
O'Neill,PROPN,NNP
and,CCONJ,CC
Carter,PROPN,NNP
dragging,VERB,VBG
Ferretti,PROPN,NNP
",",PUNCT,","
and,CCONJ,CC
others,NOUN,NNS
dragging,VERB,VBG
another,DET,DT
wounded,ADJ,JJ
team,NOUN,NN
member,NOUN,NN
.,PUNCT,.
Samuels,PROPN,NNP
and,CCONJ,CC
Hammond,PROPN,NNP
enter,VERB,VBP
.,PUNCT,.
],PUNCT,-RRB-
KAWALSKY,ADV,RB
Get,VERB,VB
the,DET,DT
medic,NOUN,NN
!,PUNCT,.
SAMUELS,PROPN,NNP
(,PUNCT,-LRB-
into,ADP,IN
his,PRON,PRP$
radio,NOUN,NN
),PUNCT,-RRB-
Close,VERB,VB
the,DET,DT
iris,NOUN,NN
!,PUNCT,.
Close,VERB,VB
the,DET,DT
iris,NOUN,NN
!,PUNCT,.
[,PUNCT,-LRB-
The,DET,DT
metal,NOUN,NN
iris,NOUN,NN
closes,VERB,VBZ
on,ADP,IN
the,DET,DT
Stargate,PROPN,NNP
",",PUNCT,","
and,CCONJ,CC
O'Neill,PROPN,NNP
spins,VERB,VBZ
round,ADV,RB
in,ADP,IN
surprise,NOUN,NN
",",PUNCT,","
his,PRON,PRP$
gun,NOUN,NN
ready,ADJ,JJ
.,PUNCT,.
],PUNCT,-RRB-
TECHNICIAN,NOUN,NN
(,PUNCT,-LRB-
over,ADP,IN
intercom,NOUN,NN
),PUNCT,-RRB-
Wormhole,PROPN,NNP
disengaged,VERB,VBD
.,PUNCT,.
O'NEILL,PROPN,NNP
(,PUNCT,-LRB-
to,ADP,IN
Hammond,PROPN,NNP
),PUNCT,-RRB-
What,PRON,WP
the,DET,DT
hell,NOUN,NN
's,AUX,VBZ
that,PRON,DT
",",PUNCT,","
sir,PROPN,NNP
?,PUNCT,.
HAMMOND,PROPN,NNP
That,PRON,DT
's,AUX,VBZ
our,PRON,PRP$
insurance,NOUN,NN
against,ADP,IN
any,DET,DT
more,ADJ,JJR
surprises,NOUN,NNS
.,PUNCT,.
It,PRON,PRP
's,AUX,VBZ
pure,ADJ,JJ
titanium,NOUN,NN
",",PUNCT,","
hopefully,ADV,RB
impenetrable,ADJ,JJ
.,PUNCT,.
[,PUNCT,-LRB-
He,PRON,PRP
watches,VERB,VBZ
as,SCONJ,IN
the,DET,DT
medics,NOUN,NNS
put,VERB,VB
Ferretti,PROPN,NNP
onto,ADP,IN
a,DET,DT
stretcher,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
MEDIC,NOUN,NN
Get,VERB,VB
the,DET,DT
gauze,NOUN,NN
on,ADP,IN
him,PRON,PRP
.,PUNCT,.
We,PRON,PRP
've,AUX,VBP
got,VERB,VBN
to,PART,TO
stop,VERB,VB
the,DET,DT
bleeding,NOUN,NN
from,ADP,IN
his,PRON,PRP$
leg,NOUN,NN
.,PUNCT,.
HAMMOND,PROPN,NNP
(,PUNCT,-LRB-
to,ADP,IN
O'Neill,PROPN,NNP
),PUNCT,-RRB-
What,PRON,WP
happened,VERB,VBD
",",PUNCT,","
Colonel,PROPN,NNP
?,PUNCT,.
O'NEILL,PROPN,NNP
Base,NOUN,NN
camp,NOUN,NN
was,AUX,VBD
hit,VERB,VBN
while,SCONJ,IN
we,PRON,PRP
were,AUX,VBD
on,ADP,IN
recon,NOUN,NN
",",PUNCT,","
sir,PROPN,NNP
.,PUNCT,.
HAMMOND,PROPN,NNP
Same,ADJ,JJ
hostiles,NOUN,NNS
who,PRON,WP
attacked,VERB,VBD
us,PRON,PRP
?,PUNCT,.
O'NEILL,PROPN,NNP
That,PRON,DT
's,AUX,VBZ
a,DET,DT
fair,ADJ,JJ
guess,NOUN,NN
.,PUNCT,.
Jackson,PROPN,NNP
's,PART,POS
wife,NOUN,NN
and,CCONJ,CC
one,NUM,CD
of,ADP,IN
our,PRON,PRP$
kids,NOUN,NNS
was,AUX,VBD
kidnapped,VERB,VBN
.,PUNCT,.
HAMMOND,PROPN,NNP
(,PUNCT,-LRB-
puzzled,VERB,VBN
),PUNCT,-RRB-
Your,PRON,PRP$
kids,NOUN,NNS
?,PUNCT,.
O'NEILL,PROPN,NNP
From,ADP,IN
the,DET,DT
previous,ADJ,JJ
mission,NOUN,NN
",",PUNCT,","
sir,PROPN,NNP
.,PUNCT,.
DANIEL,PROPN,NNP
General,PROPN,NNP
",",PUNCT,","
hi,INTJ,UH
.,PUNCT,.
I,PRON,PRP
'm,AUX,VBP
Daniel,PROPN,NNP
Jackson,PROPN,NNP
",",PUNCT,","
we,PRON,PRP
've,AUX,VBP
never,ADV,RB
met,VERB,VBN
",",PUNCT,","
uhm,INTJ,UH
",",PUNCT,","
I,PRON,PRP
'd,AUX,MD
like,VERB,VB
to,PART,TO
be,AUX,VB
on,ADP,IN
the,DET,DT
team,NOUN,NN
that,PRON,WDT
goes,VERB,VBZ
after,ADP,IN
them,PRON,PRP
.,PUNCT,.
[,PUNCT,-LRB-
He,PRON,PRP
holds,VERB,VBZ
out,ADP,RP
his,PRON,PRP$
hand,NOUN,NN
to,PART,TO
shake,VERB,VB
Hammond,PROPN,NNP
's,PART,POS
.,PUNCT,.
Hammond,PROPN,NNP
only,ADV,RB
glares,VERB,VBZ
at,ADP,IN
him,PRON,PRP
.,PUNCT,.
],PUNCT,-RRB-
HAMMOND,PROPN,NNP
You,PRON,PRP
're,AUX,VBP
not,PART,RB
in,ADP,IN
any,DET,DT
position,NOUN,NN
to,PART,TO
make,VERB,VB
demands,NOUN,NNS
",",PUNCT,","
Jackson,PROPN,NNP
.,PUNCT,.
[,PUNCT,-LRB-
He,PRON,PRP
moves,VERB,VBZ
up,ADP,RP
the,DET,DT
ramp,NOUN,NN
to,PART,TO
see,VERB,VB
to,ADP,IN
the,DET,DT
wounded,ADJ,JJ
.,PUNCT,.
],PUNCT,-RRB-
EXT,PROPN,NNP
—,PUNCT,","
APOPHI,PROPN,NNP
S'S,PROPN,NNP
PALACE,PROPN,NNP
",",PUNCT,","
CHULAK,PROPN,NNP
",",PUNCT,","
DAY,PROPN,NNP
INT,PROPN,NNP
—,PUNCT,","
HOLDING,VERB,VBG
ROOM,NOUN,NN
[,PUNCT,-LRB-
Teal,PROPN,NNP
'c,PUNCT,-RRB-
and,CCONJ,CC
guards,NOUN,NNS
enter,VERB,VBP
a,DET,DT
holding,NOUN,NN
room,NOUN,NN
full,ADJ,JJ
of,ADP,IN
scared,ADJ,JJ
humans,NOUN,NNS
.,PUNCT,.
Teal,PROPN,NNP
'c,ADP,IN
points,NOUN,NNS
out,ADP,IN
Sha're,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
TEAL,PROPN,NNP
'C,ADP,IN
C,PROPN,NNP
-,PUNCT,HYPH
Chel,PROPN,NNP
nok,PROPN,NNP
",",PUNCT,","
her,PRON,PRP
.,PUNCT,.
SKAARA,PROPN,NNP
Na,PART,TO
ne,X,FW
!,PUNCT,.
SHA,PROPN,NNP
'RE,AUX,VBP
No,INTJ,UH
!,PUNCT,.
No,INTJ,UH
!,PUNCT,.
Skaara,PROPN,NNP
!,PUNCT,.
[,PUNCT,-LRB-
Sha,PROPN,NNP
're,AUX,VBP
is,AUX,VBZ
seized,VERB,VBN
and,CCONJ,CC
Skaara,PROPN,NNP
stopped,VERB,VBN
by,ADP,IN
staff,NOUN,NN
weapons,NOUN,NNS
held,VERB,VBN
to,ADP,IN
his,PRON,PRP$
head,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
TEAL,NOUN,NN
'C,ADP,IN
Your,PRON,PRP$
death,NOUN,NN
can,AUX,MD
not,PART,RB
help,VERB,VB
her,PRON,PRP
.,PUNCT,.
[,PUNCT,-LRB-
Sha,PROPN,NNP
're,AUX,VBP
is,AUX,VBZ
carried,VERB,VBN
off,ADP,RP
and,CCONJ,CC
the,DET,DT
guards,NOUN,NNS
leave,VERB,VBP
.,PUNCT,.
],PUNCT,-RRB-
SHA,PROPN,NNP
'RE,AUX,VBP
I,PRON,PRP
'm,AUX,VBP
not,PART,RB
afraid,ADJ,JJ
of,ADP,IN
you,PRON,PRP
!,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
close,VERB,VBP
the,DET,DT
doors,NOUN,NNS
behind,ADP,IN
them,PRON,PRP
",",PUNCT,","
and,CCONJ,CC
Skaara,PROPN,NNP
runs,VERB,VBZ
for,ADP,IN
the,DET,DT
doors,NOUN,NNS
",",PUNCT,","
throwing,VERB,VBG
himself,PRON,PRP
against,ADP,IN
them,PRON,PRP
.,PUNCT,.
],PUNCT,-RRB-
INT—,PROPN,NNP
INFIRMARY,PROPN,NNP
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
",",PUNCT,","
in,ADP,IN
casual,ADJ,JJ
civilian,ADJ,JJ
clothes,NOUN,NNS
",",PUNCT,","
approaches,VERB,VBZ
Ferretti,PROPN,NNP
's,PART,POS
bed,NOUN,NN
where,ADV,WRB
Kawalsky,PROPN,NNP
is,AUX,VBZ
sitting,VERB,VBG
holding,VERB,VBG
a,DET,DT
coffee,NOUN,NN
.,PUNCT,.
He,PRON,PRP
looks,VERB,VBZ
tired,ADJ,JJ
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Doc,PROPN,NNP
says,VERB,VBZ
he,PRON,PRP
's,AUX,VBZ
going,VERB,VBG
to,PART,TO
make,VERB,VB
it,PRON,PRP
.,PUNCT,.
KAWALSKY,ADV,RB
Yes,INTJ,UH
",",PUNCT,","
sir,PROPN,NNP
.,PUNCT,.
O'NEILL,PROPN,NNP
You,PRON,PRP
going,VERB,VBG
to,PART,TO
stay,VERB,VB
here,ADV,RB
all,DET,DT
night,NOUN,NN
?,PUNCT,.
KAWALSKY,ADV,RB
Yes,INTJ,UH
",",PUNCT,","
sir,PROPN,NNP
.,PUNCT,.
INT,PROPN,NNP
—,PUNCT,","
CORRIDOR,PROPN,NNP
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
walks,VERB,VBZ
as,SCONJ,IN
if,SCONJ,IN
to,PART,TO
leave,VERB,VB
",",PUNCT,","
and,CCONJ,CC
then,ADV,RB
sees,VERB,VBZ
Daniel,PROPN,NNP
",",PUNCT,","
leaning,VERB,VBG
against,ADP,IN
a,DET,DT
wall,NOUN,NN
",",PUNCT,","
looking,VERB,VBG
a,DET,DT
little,ADJ,JJ
lost,VERB,VBN
.,PUNCT,.
Daniel,PROPN,NNP
now,ADV,RB
wears,VERB,VBZ
an,DET,DT
air,NOUN,NN
force,NOUN,NN
jump,NOUN,NN
suit,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Hey,INTJ,UH
.,PUNCT,.
DANIEL,PROPN,NNP
They,PRON,PRP
do,AUX,VBP
n't,PART,RB
know,VERB,VB
what,PRON,WP
to,PART,TO
do,VERB,VB
with,ADP,IN
me,PRON,PRP
.,PUNCT,.
And,CCONJ,CC
I,PRON,PRP
do,AUX,VBP
n't,PART,RB
know,VERB,VB
what,PRON,WP
to,PART,TO
do,VERB,VB
with,ADP,IN
myself,PRON,PRP
.,PUNCT,.
O'NEILL,PROPN,NNP
C'mon,INTJ,UH
",",PUNCT,","
let,VERB,VB
's,PRON,PRP
get,VERB,VB
out,ADP,IN
of,ADP,IN
here,ADV,RB
.,PUNCT,.
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
walks,VERB,VBZ
off,ADP,RP
",",PUNCT,","
and,CCONJ,CC
Daniel,PROPN,NNP
follows,VERB,VBZ
.,PUNCT,.
],PUNCT,-RRB-
INT—O,PROPN,NNP
'NEILL'S,NOUN,NNS
HOUSE,NOUN,NN
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
collects,VERB,VBZ
two,NUM,CD
beers,NOUN,NNS
from,ADP,IN
the,DET,DT
fridge,NOUN,NN
",",PUNCT,","
takes,VERB,VBZ
them,PRON,PRP
to,ADP,IN
the,DET,DT
living,NOUN,NN
room,NOUN,NN
where,ADV,WRB
Daniel,PROPN,NNP
is,AUX,VBZ
waiting,VERB,VBG
.,PUNCT,.
Daniel,PROPN,NNP
sneezes,VERB,VBZ
",",PUNCT,","
using,VERB,VBG
his,PRON,PRP$
handkerchief,NOUN,NN
just,ADV,RB
in,ADP,IN
time,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Nice,PROPN,NNP
catch,NOUN,NN
.,PUNCT,.
DANIEL,PROPN,NNP
Thank,VERB,VBP
you,PRON,PRP
",",PUNCT,","
sorry,INTJ,UH
.,PUNCT,.
',PUNCT,``
Gate,PROPN,NNP
travel,NOUN,NN
always,ADV,RB
seems,VERB,VBZ
to,PART,TO
make,VERB,VB
my,PRON,PRP$
allergies,NOUN,NNS
…,PUNCT,","
(,PUNCT,-LRB-
he,PRON,PRP
blows,VERB,VBZ
his,PRON,PRP$
nose,NOUN,NN
),PUNCT,-RRB-
Sorry,INTJ,UH
.,PUNCT,.
[,PUNCT,-LRB-
He,PRON,PRP
takes,VERB,VBZ
the,DET,DT
beer,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
So,ADV,RB
",",PUNCT,","
you,PRON,PRP
were,AUX,VBD
saying,VERB,VBG
.,PUNCT,.
DANIEL,PROPN,NNP
Anyway,ADV,RB
",",PUNCT,","
um,INTJ,UH
",",PUNCT,","
as,ADV,RB
soon,ADV,RB
as,SCONJ,IN
you,PRON,PRP
were,AUX,VBD
gone,VERB,VBN
",",PUNCT,","
they,PRON,PRP
realized,VERB,VBD
they,PRON,PRP
were,AUX,VBD
free,ADJ,JJ
.,PUNCT,.
I,PRON,PRP
mean,VERB,VBP
",",PUNCT,","
Abydos,PROPN,NNP
was,AUX,VBD
their,PRON,PRP$
world,NOUN,NN
for,ADP,IN
the,DET,DT
taking,NOUN,NN
.,PUNCT,.
O'NEILL,PROPN,NNP
Have,VERB,VBP
a,DET,DT
little,ADJ,JJ
party,NOUN,NN
did,AUX,VBD
ya,PRON,PRP
?,PUNCT,.
DANIEL,PROPN,NNP
Oh,INTJ,UH
yeah,INTJ,UH
",",PUNCT,","
big,ADJ,JJ
",",PUNCT,","
big,ADJ,JJ
party,NOUN,NN
.,PUNCT,.
They,PRON,PRP
treated,VERB,VBD
me,PRON,PRP
like,ADP,IN
their,PRON,PRP$
savior,NOUN,NN
",",PUNCT,","
it,PRON,PRP
was,AUX,VBD
um,INTJ,UH
…,PUNCT,","
embarrassing,ADJ,JJ
.,PUNCT,.
O'NEILL,PROPN,NNP
It,PRON,PRP
's,AUX,VBZ
amazing,ADJ,JJ
you,PRON,PRP
turned,VERB,VBD
out,ADP,RP
so,ADV,RB
normal,ADJ,JJ
.,PUNCT,.
DANIEL,PROPN,NNP
Well,INTJ,UH
if,SCONJ,IN
it,PRON,PRP
was,AUX,VBD
n't,PART,RB
for,ADP,IN
Sha,PROPN,NNP
're,AUX,VBP
I,PRON,PRP
probably,ADV,RB
…,PUNCT,","
(,PUNCT,-LRB-
he,PRON,PRP
pauses,VERB,VBZ
at,ADP,IN
her,PRON,PRP$
memory,NOUN,NN
),PUNCT,-RRB-
She,PRON,PRP
was,AUX,VBD
the,DET,DT
complete,ADJ,JJ
opposite,NOUN,NN
of,ADP,IN
everyone,PRON,NN
else,ADJ,JJ
.,PUNCT,.
(,PUNCT,-LRB-
he,PRON,PRP
sits,VERB,VBZ
),PUNCT,-RRB-
She,PRON,PRP
practically,ADV,RB
fell,VERB,VBD
on,ADP,IN
the,DET,DT
floor,NOUN,NN
laughing,VERB,VBG
every,DET,DT
time,NOUN,NN
I,PRON,PRP
tried,VERB,VBD
to,PART,TO
do,VERB,VB
some,DET,DT
chore,NOUN,NN
that,PRON,WDT
they,PRON,PRP
all,DET,DT
took,VERB,VBD
for,ADP,IN
granted,VERB,VBD
.,PUNCT,.
Like,ADP,IN
um,INTJ,UH
",",PUNCT,","
grinding,NOUN,NN
yaphetta,NOUN,NN
flour,NOUN,NN
.,PUNCT,.
I,PRON,PRP
mean,VERB,VBP
",",PUNCT,","
have,AUX,VBP
you,PRON,PRP
ever,ADV,RB
tried,VERB,VBN
to,PART,TO
grind,VERB,VB
your,PRON,PRP$
own,ADJ,JJ
flour,NOUN,NN
?,PUNCT,.
O'NEILL,PROPN,NNP
I,PRON,PRP
'm,AUX,VBP
trying,VERB,VBG
to,PART,TO
kick,VERB,VB
the,DET,DT
flour,NOUN,NN
thing,NOUN,NN
.,PUNCT,.
DANIEL,PROPN,NNP
(,PUNCT,-LRB-
laughs,NOUN,NNS
),PUNCT,-RRB-
This,PRON,DT
is,AUX,VBZ
going,VERB,VBG
straight,ADV,RB
to,ADP,IN
my,PRON,PRP$
head,NOUN,NN
.,PUNCT,.
(,PUNCT,-LRB-
takes,VERB,VBZ
another,DET,DT
swig,NOUN,NN
of,ADP,IN
beer,NOUN,NN
),PUNCT,-RRB-
What,DET,WDT
time,NOUN,NN
is,AUX,VBZ
it,PRON,PRP
anyway,ADV,RB
?,PUNCT,.
I,PRON,PRP
must,AUX,MD
have,VERB,VB
',PUNCT,``
gate,NOUN,NN
lag,NOUN,NN
or,CCONJ,CC
something,PRON,NN
.,PUNCT,.
O'NEILL,PROPN,NNP
Daniel,PROPN,NNP
",",PUNCT,","
for,SCONJ,IN
crying,VERB,VBG
out,ADP,RP
loud,ADJ,JJ
",",PUNCT,","
you,PRON,PRP
've,AUX,VBP
had,VERB,VBN
one,NUM,CD
beer,NOUN,NN
.,PUNCT,.
You,PRON,PRP
're,AUX,VBP
a,DET,DT
cheaper,ADJ,JJR
date,NOUN,NN
then,ADV,RB
my,PRON,PRP$
wife,NOUN,NN
was,AUX,VBD
.,PUNCT,.
DANIEL,PROPN,NNP
Yes,INTJ,UH
",",PUNCT,","
when,ADV,WRB
am,AUX,VBP
I,PRON,PRP
going,VERB,VBG
to,PART,TO
meet,VERB,VB
your,PRON,PRP$
wife,NOUN,NN
?,PUNCT,.
O'NEILL,PROPN,NNP
Oh,INTJ,UH
",",PUNCT,","
probably,ADV,RB
…,PUNCT,","
uh,INTJ,UH
",",PUNCT,","
never,ADV,RB
.,PUNCT,.
After,SCONJ,IN
I,PRON,PRP
came,VERB,VBD
back,ADV,RB
from,ADP,IN
Abydos,PROPN,NNP
the,DET,DT
first,ADJ,JJ
time,NOUN,NN
",",PUNCT,","
she,PRON,PRP
'd,AUX,VBD
already,ADV,RB
left,VERB,VBN
.,PUNCT,.
DANIEL,PROPN,NNP
I,PRON,PRP
'm,AUX,VBP
sorry,ADJ,JJ
.,PUNCT,.
O'NEILL,PROPN,NNP
Yeah,INTJ,UH
",",PUNCT,","
so,ADV,RB
was,VERB,VBD
I,PRON,PRP
.,PUNCT,.
I,PRON,PRP
think,VERB,VBP
in,ADP,IN
her,PRON,PRP$
heart,NOUN,NN
she,PRON,PRP
forgave,VERB,VBD
me,PRON,PRP
for,SCONJ,IN
what,PRON,WP
happened,VERB,VBD
to,ADP,IN
our,PRON,PRP$
kid,NOUN,NN
",",PUNCT,","
she,PRON,PRP
just,ADV,RB
…,PUNCT,.
could,AUX,MD
n't,PART,RB
forget,VERB,VB
.,PUNCT,.
DANIEL,PROPN,NNP
And,CCONJ,CC
what,PRON,WP
about,ADP,IN
you,PRON,PRP
?,PUNCT,.
O'NEILL,PROPN,NNP
I,PRON,PRP
'm,AUX,VBP
the,DET,DT
opposite,ADJ,JJ
",",PUNCT,","
I,PRON,PRP
'll,AUX,MD
never,ADV,RB
forgive,VERB,VB
myself,PRON,PRP
",",PUNCT,","
but,CCONJ,CC
sometimes,ADV,RB
I,PRON,PRP
can,AUX,MD
forget,VERB,VB
.,PUNCT,.
Sometimes,ADV,RB
.,PUNCT,.
[,PUNCT,-LRB-
He,PRON,PRP
takes,VERB,VBZ
another,DET,DT
swig,NOUN,NN
of,ADP,IN
beer,NOUN,NN
.,PUNCT,.
They,PRON,PRP
sit,VERB,VBP
in,ADP,IN
silence,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
INT,PROPN,NNP
—,PUNCT,","
APOPHI,PROPN,NNP
S'S,PROPN,NNP
PALACE,PROPN,NNP
",",PUNCT,","
A,DET,DT
HOLDING,NOUN,NN
ROOM,NOUN,NN
[,PUNCT,-LRB-
The,DET,DT
female,ADJ,JJ
airman,NOUN,NN
is,AUX,VBZ
now,ADV,RB
dressed,VERB,VBN
in,ADP,IN
a,DET,DT
dress,NOUN,NN
and,CCONJ,CC
veil,NOUN,NN
",",PUNCT,","
sitting,VERB,VBG
in,ADP,IN
a,DET,DT
room,NOUN,NN
full,ADJ,JJ
of,ADP,IN
similarly,ADV,RB
dressed,VERB,VBN
women,NOUN,NNS
.,PUNCT,.
Sha,PROPN,NNP
're,AUX,VBP
is,AUX,VBZ
also,ADV,RB
there,ADV,RB
.,PUNCT,.
Teal,PROPN,NNP
'c,NOUN,NN
and,CCONJ,CC
some,DET,DT
guards,NOUN,NNS
enter,VERB,VBP
",",PUNCT,","
he,PRON,PRP
points,VERB,VBZ
to,ADP,IN
the,DET,DT
airman,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
TEAL,NOUN,NN
'C,ADP,IN
You,PRON,PRP
.,PUNCT,.
[,PUNCT,-LRB-
His,PRON,PRP$
guards,NOUN,NNS
rush,VERB,VBP
forward,ADV,RB
and,CCONJ,CC
pull,VERB,VB
her,PRON,PRP
up,ADP,RP
.,PUNCT,.
],PUNCT,-RRB-
